datetime,log key,log data
2018:09:30:20:00:33:937,5520-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:34:028,5521-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762417 x 0.03
2018:09:30:20:00:34:073,5522-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:34:165,5523-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762417 x 0.03
2018:09:30:20:00:34:214,5524-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:34:280,5525-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762464 x 0.03
2018:09:30:20:00:34:334,5526-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:34:409,5527-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762464 x 0.03
2018:09:30:20:00:34:477,5528-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:34:579,5529-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762464 x 0.03
2018:09:30:20:00:34:656,5530-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:34:724,5531-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762464 x 0.03
2018:09:30:20:00:34:779,5532-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:34:905,5533-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762464 x 0.03
2018:09:30:20:00:34:960,5534-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:35:039,5535-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762401 x 0.03
2018:09:30:20:00:35:083,5536-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:35:162,5537-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762401 x 0.03
2018:09:30:20:00:35:216,5538-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:35:280,5539-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762401 x 0.03
2018:09:30:20:00:35:342,5540-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:35:431,5541-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762401 x 0.03
2018:09:30:20:00:35:492,5542-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:35:573,5543-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762401 x 0.03
2018:09:30:20:00:35:621,5544-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:35:705,5545-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762411 x 0.03
2018:09:30:20:00:35:756,5546-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:35:868,5547-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762465 x 0.03
2018:09:30:20:00:35:910,5548-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:36:018,5549-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762465 x 0.03
2018:09:30:20:00:36:065,5550-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:36:234,5551-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762465 x 0.03
2018:09:30:20:00:36:284,5552-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:36:359,5553-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762465 x 0.03
2018:09:30:20:00:36:424,5554-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:36:515,5555-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762465 x 0.03
2018:09:30:20:00:36:598,5556-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:36:683,5557-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762568 x 0.03
2018:09:30:20:00:36:728,5558-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:36:813,5559-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762568 x 0.03
2018:09:30:20:00:36:865,5560-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:36:958,5561-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762568 x 0.03
2018:09:30:20:00:37:016,5562-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:37:139,5563-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762568 x 0.03
2018:09:30:20:00:37:218,5564-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:37:303,5565-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762512 x 0.03
2018:09:30:20:00:37:350,5566-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:37:484,5567-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762512 x 0.03
2018:09:30:20:00:37:556,5568-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:37:627,5569-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762512 x 0.03
2018:09:30:20:00:37:667,5570-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:37:769,5571-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762499 x 0.03
2018:09:30:20:00:37:820,5572-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:37:982,5573-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762499 x 0.03
2018:09:30:20:00:38:030,5574-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:38:112,5575-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762499 x 0.03
2018:09:30:20:00:38:186,5576-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:38:317,5577-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762573 x 0.03
2018:09:30:20:00:38:426,5578-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:38:517,5579-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762612 x 0.03
2018:09:30:20:00:38:569,5580-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:38:638,5581-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762612 x 0.03
2018:09:30:20:00:38:705,5582-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:38:785,5583-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762518 x 0.03
2018:09:30:20:00:38:879,5584-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:38:952,5585-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762518 x 0.03
2018:09:30:20:00:39:026,5586-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:39:121,5587-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762577 x 0.03
2018:09:30:20:00:39:188,5588-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:39:277,5589-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762556 x 0.03
2018:09:30:20:00:39:332,5590-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:39:440,5591-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762596 x 0.03
2018:09:30:20:00:39:481,5592-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:39:566,5593-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762596 x 0.03
2018:09:30:20:00:39:654,5594-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:39:732,5595-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762596 x 0.03
2018:09:30:20:00:39:832,5596-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:39:912,5597-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762555 x 0.03
2018:09:30:20:00:39:962,5598-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:40:059,5599-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762579 x 0.03
2018:09:30:20:00:40:125,5600-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:40:216,5601-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762579 x 0.03
2018:09:30:20:00:40:327,5602-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:40:390,5603-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762579 x 0.03
2018:09:30:20:00:40:450,5604-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:40:543,5605-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762579 x 0.03
2018:09:30:20:00:40:670,5606-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:40:778,5607-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762599 x 0.03
2018:09:30:20:00:40:829,5608-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:41:027,5609-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762599 x 0.03
2018:09:30:20:00:41:077,5610-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:41:172,5611-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762549 x 0.03
2018:09:30:20:00:41:218,5612-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:41:316,5613-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762586 x 0.03
2018:09:30:20:00:41:368,5614-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:41:438,5615-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762586 x 0.03
2018:09:30:20:00:41:499,5616-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:41:609,5617-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762586 x 0.03
2018:09:30:20:00:41:692,5618-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:41:892,5619-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762568 x 0.03
2018:09:30:20:00:41:944,5620-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:42:118,5621-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762589 x 0.03
2018:09:30:20:00:42:192,5622-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:42:298,5623-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762589 x 0.03
2018:09:30:20:00:42:344,5624-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:42:446,5625-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762589 x 0.03
2018:09:30:20:00:42:550,5626-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:42:658,5627-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762589 x 0.03
2018:09:30:20:00:42:726,5628-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:42:836,5629-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762596 x 0.03
2018:09:30:20:00:42:896,5630-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:42:977,5631-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762596 x 0.03
2018:09:30:20:00:43:022,5632-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:43:093,5633-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762596 x 0.03
2018:09:30:20:00:43:164,5634-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:43:302,5635-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762586 x 0.03
2018:09:30:20:00:43:354,5636-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:43:559,5637-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762571 x 0.03
2018:09:30:20:00:43:630,5638-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:43:816,5639-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762571 x 0.03
2018:09:30:20:00:43:887,5640-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:44:057,5641-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762571 x 0.03
2018:09:30:20:00:44:133,5642-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:44:218,5643-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762571 x 0.03
2018:09:30:20:00:44:270,5644-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:44:351,5645-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762520 x 0.03
2018:09:30:20:00:44:398,5646-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:44:511,5647-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762521 x 0.03
2018:09:30:20:00:44:571,5648-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:44:676,5649-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762521 x 0.03
2018:09:30:20:00:44:751,5650-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:44:824,5651-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762425 x 0.03
2018:09:30:20:00:44:867,5652-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:44:977,5653-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762319 x 0.03
2018:09:30:20:00:45:015,5654-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:45:110,5655-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762319 x 0.03
2018:09:30:20:00:45:173,5656-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:45:251,5657-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762319 x 0.03
2018:09:30:20:00:45:298,5658-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:45:468,5659-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762581 x 0.03
2018:09:30:20:00:45:513,5660-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:45:615,5661-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762581 x 0.03
2018:09:30:20:00:45:675,5662-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:45:792,5663-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762581 x 0.03
2018:09:30:20:00:45:845,5664-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:45:935,5665-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762581 x 0.03
2018:09:30:20:00:45:974,5666-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:46:067,5667-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762581 x 0.03
2018:09:30:20:00:46:215,5668-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:46:336,5669-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762521 x 0.03
2018:09:30:20:00:46:388,5670-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:46:479,5671-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762403 x 0.03
2018:09:30:20:00:46:524,5672-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:46:634,5673-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762506 x 0.03
2018:09:30:20:00:46:710,5674-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:46:787,5675-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762506 x 0.03
2018:09:30:20:00:46:837,5676-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:46:920,5677-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762506 x 0.03
2018:09:30:20:00:46:970,5678-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:47:093,5679-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762506 x 0.03
2018:09:30:20:00:47:188,5680-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:47:280,5681-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762506 x 0.03
2018:09:30:20:00:47:361,5682-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:47:463,5683-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762487 x 0.03
2018:09:30:20:00:47:502,5684-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:47:621,5685-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762582 x 0.03
2018:09:30:20:00:47:663,5686-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:47:751,5687-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762582 x 0.03
2018:09:30:20:00:47:794,5688-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:47:881,5689-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762582 x 0.03
2018:09:30:20:00:47:967,5690-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:48:048,5691-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762582 x 0.03
2018:09:30:20:00:48:091,5692-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:48:175,5693-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762582 x 0.03
2018:09:30:20:00:48:238,5694-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:48:329,5695-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762582 x 0.03
2018:09:30:20:00:48:390,5696-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:48:475,5697-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762431 x 0.03
2018:09:30:20:00:48:545,5698-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:48:638,5699-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762431 x 0.03
2018:09:30:20:00:48:715,5700-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:48:884,5701-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762431 x 0.03
2018:09:30:20:00:48:991,5702-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:49:096,5703-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762392 x 0.03
2018:09:30:20:00:49:164,5704-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:49:287,5705-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762488 x 0.03
2018:09:30:20:00:49:345,5706-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:49:423,5707-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762488 x 0.03
2018:09:30:20:00:49:471,5708-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:49:557,5709-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762492 x 0.03
2018:09:30:20:00:49:622,5710-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:49:692,5711-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762492 x 0.03
2018:09:30:20:00:49:766,5712-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:49:840,5713-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762532 x 0.03
2018:09:30:20:00:49:910,5714-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:49:990,5715-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762532 x 0.03
2018:09:30:20:00:50:058,5716-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:50:180,5717-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762535 x 0.03
2018:09:30:20:00:50:226,5718-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:50:302,5719-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762535 x 0.03
2018:09:30:20:00:50:368,5720-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:50:434,5721-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762535 x 0.03
2018:09:30:20:00:50:484,5722-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:50:576,5723-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762532 x 0.03
2018:09:30:20:00:50:657,5724-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:50:766,5725-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762532 x 0.03
2018:09:30:20:00:50:881,5726-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:50:950,5727-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762488 x 0.03
2018:09:30:20:00:51:001,5728-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:51:076,5729-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762488 x 0.03
2018:09:30:20:00:51:151,5730-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:51:223,5731-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762488 x 0.03
2018:09:30:20:00:51:309,5732-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:51:395,5733-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762507 x 0.03
2018:09:30:20:00:51:439,5734-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:51:530,5735-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762507 x 0.03
2018:09:30:20:00:51:587,5736-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:51:680,5737-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762507 x 0.03
2018:09:30:20:00:51:738,5738-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:51:858,5739-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762488 x 0.03
2018:09:30:20:00:51:929,5740-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:52:003,5741-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762555 x 0.03
2018:09:30:20:00:52:050,5742-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:52:137,5743-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762533 x 0.03
2018:09:30:20:00:52:181,5744-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:52:303,5745-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762533 x 0.03
2018:09:30:20:00:52:378,5746-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
2018:09:30:20:00:52:454,5747-Account-startExitPriceTracingOrder,: PirceTracingOrder - entry buy order 762533 x 0.03
2018:09:30:20:00:52:495,5748-Account-startExitPriceTracingOrder,: PirceTracingOrder - cancelling buy order 762236 x 0.03
