datetime,bid,ask,spread
2018:09:02:21:06:44:922,813482,813412,70
2018:09:02:21:06:45:071,813491,813443,48
2018:09:02:21:06:45:934,813470,813439,31
2018:09:02:21:06:46:193,813475,813463,12
2018:09:02:21:06:46:353,813475,813458,17
2018:09:02:21:06:46:464,813475,813458,17
2018:09:02:21:06:46:600,813475,813466,9
2018:09:02:21:06:46:800,813475,813464,11
2018:09:02:21:06:46:961,813479,813475,4
2018:09:02:21:06:47:140,813518,813475,43
2018:09:02:21:06:47:371,813518,813477,41
2018:09:02:21:06:47:607,813508,813480,28
2018:09:02:21:06:47:872,813508,813480,28
2018:09:02:21:06:48:180,813495,813476,19
2018:09:02:21:06:48:327,813495,813476,19
2018:09:02:21:06:48:487,813495,813476,19
2018:09:02:21:06:48:636,813508,813476,32
2018:09:02:21:06:48:819,813505,813450,55
2018:09:02:21:06:49:034,813490,813454,36
2018:09:02:21:06:49:916,813507,813477,30
2018:09:02:21:06:50:060,813556,813555,1
2018:09:02:21:06:50:179,813556,813555,1
2018:09:02:21:06:50:307,813556,813555,1
2018:09:02:21:06:50:426,813556,813555,1
2018:09:02:21:06:50:537,813556,813555,1
2018:09:02:21:06:50:659,813556,813555,1
2018:09:02:21:06:50:891,813556,813555,1
2018:09:02:21:06:51:276,813566,813555,11
2018:09:02:21:06:52:518,813549,813540,9
2018:09:02:21:06:52:853,813544,813508,36
2018:09:02:21:06:53:010,813544,813508,36
2018:09:02:21:06:53:136,813544,813508,36
2018:09:02:21:06:53:259,813544,813508,36
2018:09:02:21:06:53:411,813545,813511,34
2018:09:02:21:06:53:805,813528,813525,3
2018:09:02:21:06:54:122,813528,813525,3
2018:09:02:21:06:54:315,813528,813434,94
2018:09:02:21:06:54:562,813527,813522,5
2018:09:02:21:06:54:727,813527,813522,5
2018:09:02:21:06:54:864,813527,813522,5
2018:09:02:21:06:55:045,813527,813522,5
2018:09:02:21:06:55:222,813527,813522,5
2018:09:02:21:06:55:347,813508,813350,158
2018:09:02:21:06:55:782,813508,813350,158
2018:09:02:21:06:56:305,813401,813382,19
2018:09:02:21:06:56:479,813498,813374,124
2018:09:02:21:06:56:603,813498,813334,164
2018:09:02:21:06:56:697,813498,813334,164
2018:09:02:21:06:57:196,813498,813374,124
2018:09:02:21:06:57:316,813399,813385,14
2018:09:02:21:06:57:443,813399,813385,14
2018:09:02:21:06:57:822,813399,813385,14
2018:09:02:21:06:57:949,813380,813367,13
2018:09:02:21:06:58:074,813400,813399,1
2018:09:02:21:06:58:619,813370,813335,35
2018:09:02:21:06:58:734,813370,813335,35
2018:09:02:21:06:58:869,813370,813335,35
2018:09:02:21:06:59:022,813370,813335,35
2018:09:02:21:06:59:165,813365,813338,27
2018:09:02:21:06:59:505,813365,813338,27
2018:09:02:21:07:00:204,813365,813208,157
2018:09:02:21:07:01:182,813365,813208,157
2018:09:02:21:07:01:371,813260,813230,30
2018:09:02:21:07:01:493,813260,813230,30
2018:09:02:21:07:01:634,813200,813188,12
2018:09:02:21:07:01:760,813200,813188,12
2018:09:02:21:07:01:868,813200,813188,12
2018:09:02:21:07:01:977,813200,813188,12
2018:09:02:21:07:02:091,813200,813188,12
2018:09:02:21:07:02:218,813250,813207,43
2018:09:02:21:07:02:326,813250,813207,43
2018:09:02:21:07:02:451,813200,813155,45
2018:09:02:21:07:02:557,813200,813155,45
2018:09:02:21:07:02:839,813200,813155,45
2018:09:02:21:07:02:952,813199,813150,49
2018:09:02:21:07:03:080,813190,813150,40
2018:09:02:21:07:03:203,813190,813150,40
2018:09:02:21:07:03:330,813190,813138,52
2018:09:02:21:07:03:459,813190,813138,52
2018:09:02:21:07:03:580,813190,813138,52
2018:09:02:21:07:03:767,813190,813119,71
2018:09:02:21:07:03:949,813179,813148,31
2018:09:02:21:07:04:061,813179,813119,60
2018:09:02:21:07:04:195,813179,813119,60
2018:09:02:21:07:04:312,813179,813119,60
2018:09:02:21:07:04:428,813179,813119,60
2018:09:02:21:07:04:532,813178,813119,59
2018:09:02:21:07:04:664,813178,813119,59
2018:09:02:21:07:05:697,813178,813013,165
2018:09:02:21:07:05:909,813027,813020,7
2018:09:02:21:07:06:471,813027,813000,27
2018:09:02:21:07:06:645,813000,812975,25
2018:09:02:21:07:06:760,813000,812998,2
2018:09:02:21:07:06:859,813000,812975,25
2018:09:02:21:07:06:967,813016,812918,98
2018:09:02:21:07:07:077,813026,813011,15
2018:09:02:21:07:07:184,813016,812918,98
2018:09:02:21:07:07:336,813026,813011,15
2018:09:02:21:07:07:444,812999,812908,91
2018:09:02:21:07:07:550,812999,812908,91
2018:09:02:21:07:07:673,812990,812983,7
2018:09:02:21:07:07:795,812990,812983,7
2018:09:02:21:07:07:919,812990,812983,7
2018:09:02:21:07:08:064,812990,812983,7
2018:09:02:21:07:08:219,812990,812983,7
2018:09:02:21:07:08:351,812990,812983,7
2018:09:02:21:07:08:464,812992,812979,13
2018:09:02:21:07:08:631,812992,812979,13
2018:09:02:21:07:08:804,812998,812900,98
2018:09:02:21:07:08:943,812982,812977,5
2018:09:02:21:07:09:068,812982,812977,5
2018:09:02:21:07:09:240,812982,812977,5
2018:09:02:21:07:09:333,812982,812980,2
2018:09:02:21:07:09:440,812982,812980,2
2018:09:02:21:07:09:564,812982,812980,2
2018:09:02:21:07:09:849,812980,812952,28
2018:09:02:21:07:10:145,812978,812953,25
2018:09:02:21:07:10:253,812978,812953,25
2018:09:02:21:07:10:386,812978,812953,25
2018:09:02:21:07:10:501,812978,812953,25
2018:09:02:21:07:10:612,812975,812970,5
2018:09:02:21:07:10:735,812978,812954,24
2018:09:02:21:07:10:849,812978,812954,24
2018:09:02:21:07:10:956,812972,812947,25
2018:09:02:21:07:11:066,812974,812930,44
2018:09:02:21:07:11:178,812972,812947,25
2018:09:02:21:07:11:271,812974,812930,44
2018:09:02:21:07:11:389,812973,812930,43
2018:09:02:21:07:11:524,812973,812930,43
2018:09:02:21:07:11:631,812979,812933,46
2018:09:02:21:07:11:740,812979,812959,20
2018:09:02:21:07:11:867,812979,812959,20
2018:09:02:21:07:11:986,812979,812959,20
2018:09:02:21:07:12:169,812979,812959,20
2018:09:02:21:07:12:386,812968,812881,87
2018:09:02:21:07:12:540,812968,812881,87
2018:09:02:21:07:12:661,812962,812936,26
2018:09:02:21:07:12:758,812884,812879,5
2018:09:02:21:07:12:883,812884,812879,5
2018:09:02:21:07:12:979,812884,812879,5
2018:09:02:21:07:13:147,812884,812879,5
2018:09:02:21:07:13:379,812884,812879,5
2018:09:02:21:07:13:492,812883,812830,53
2018:09:02:21:07:13:619,812832,812830,2
2018:09:02:21:07:13:819,812832,812830,2
2018:09:02:21:07:13:976,812867,812843,24
2018:09:02:21:07:14:139,812832,812830,2
2018:09:02:21:07:14:273,812860,812815,45
2018:09:02:21:07:14:410,812860,812815,45
2018:09:02:21:07:14:564,812869,812836,33
2018:09:02:21:07:14:737,812859,812836,23
2018:09:02:21:07:14:860,812859,812836,23
2018:09:02:21:07:15:016,812859,812836,23
2018:09:02:21:07:15:192,812849,812836,13
2018:09:02:21:07:15:339,812848,812836,12
2018:09:02:21:07:15:481,812849,812800,49
2018:09:02:21:07:15:585,812849,812800,49
2018:09:02:21:07:15:853,812849,812800,49
2018:09:02:21:07:15:974,812849,812800,49
2018:09:02:21:07:16:086,812849,812800,49
2018:09:02:21:07:16:210,812849,812800,49
2018:09:02:21:07:16:436,812849,812800,49
2018:09:02:21:07:16:563,812845,812672,173
2018:09:02:21:07:16:675,812845,812672,173
2018:09:02:21:07:16:975,812845,812672,173
2018:09:02:21:07:17:150,812845,812672,173
2018:09:02:21:07:17:304,812848,812801,47
2018:09:02:21:07:17:442,812848,812801,47
2018:09:02:21:07:17:619,812749,812679,70
2018:09:02:21:07:18:377,812749,812679,70
2018:09:02:21:07:18:658,812761,812535,226
2018:09:02:21:07:18:928,812835,812817,18
2018:09:02:21:07:19:241,812835,812817,18
2018:09:02:21:07:19:707,812746,812680,66
2018:09:02:21:07:20:140,812745,812695,50
2018:09:02:21:07:20:477,812743,812695,48
2018:09:02:21:07:20:707,812734,812706,28
2018:09:02:21:07:21:158,812734,812706,28
2018:09:02:21:07:21:414,812733,812711,22
2018:09:02:21:07:21:728,812832,812809,23
2018:09:02:21:07:21:947,812823,812809,14
2018:09:02:21:07:22:335,812823,812810,13
2018:09:02:21:07:22:605,812822,812809,13
2018:09:02:21:07:23:009,812822,812809,13
2018:09:02:21:07:23:511,812836,812835,1
2018:09:02:21:07:24:033,812835,812820,15
2018:09:02:21:07:24:428,812882,812866,16
2018:09:02:21:07:24:880,812882,812830,52
2018:09:02:21:07:25:268,812879,812867,12
2018:09:02:21:07:25:973,812959,812874,85
2018:09:02:21:07:26:627,812979,812950,29
2018:09:02:21:07:27:124,812979,812950,29
2018:09:02:21:07:27:668,812985,812951,34
2018:09:02:21:07:27:950,813079,812982,97
2018:09:02:21:07:28:247,813079,812982,97
2018:09:02:21:07:28:541,813081,812969,112
2018:09:02:21:07:28:722,813059,812985,74
2018:09:02:21:07:28:903,813059,812985,74
2018:09:02:21:07:29:131,813070,812979,91
2018:09:02:21:07:29:295,813044,812979,65
2018:09:02:21:07:29:493,813044,812978,66
2018:09:02:21:07:29:656,813037,812992,45
2018:09:02:21:07:29:826,813031,812996,35
2018:09:02:21:07:29:951,813041,812968,73
2018:09:02:21:07:30:095,813041,812968,73
2018:09:02:21:07:30:657,813031,812996,35
2018:09:02:21:07:30:864,813017,813002,15
2018:09:02:21:07:31:068,813017,813002,15
2018:09:02:21:07:31:316,813025,813000,25
2018:09:02:21:07:31:496,813025,813000,25
2018:09:02:21:07:31:676,813143,813000,143
2018:09:02:21:07:31:806,813008,813006,2
2018:09:02:21:07:31:937,813008,813006,2
2018:09:02:21:07:32:942,813024,813013,11
2018:09:02:21:07:33:107,813049,813008,41
2018:09:02:21:07:33:275,813021,813008,13
2018:09:02:21:07:33:569,813049,813008,41
2018:09:02:21:07:33:749,813016,813012,4
2018:09:02:21:07:34:020,813016,813012,4
2018:09:02:21:07:34:195,813016,813012,4
2018:09:02:21:07:34:360,813016,813012,4
2018:09:02:21:07:34:546,813016,813012,4
2018:09:02:21:07:34:700,813112,813020,92
2018:09:02:21:07:34:953,813112,813020,92
2018:09:02:21:07:35:097,813195,813015,180
2018:09:02:21:07:35:239,813400,813029,371
2018:09:02:21:07:35:363,813286,813123,163
2018:09:02:21:07:35:588,813247,813233,14
2018:09:02:21:07:35:704,813286,813233,53
2018:09:02:21:07:36:162,813244,813233,11
2018:09:02:21:07:36:624,813244,813238,6
2018:09:02:21:07:36:783,813203,813187,16
2018:09:02:21:07:36:916,813203,813187,16
2018:09:02:21:07:37:077,813243,813024,219
2018:09:02:21:07:37:210,813243,813024,219
2018:09:02:21:07:37:350,813230,813044,186
2018:09:02:21:07:37:572,813170,813027,143
2018:09:02:21:07:37:728,813170,813027,143
2018:09:02:21:07:37:832,813170,813045,125
2018:09:02:21:07:37:953,813131,813045,86
2018:09:02:21:07:38:076,813131,813045,86
2018:09:02:21:07:38:382,813124,813045,79
2018:09:02:21:07:38:553,813130,813054,76
2018:09:02:21:07:38:707,813117,813062,55
2018:09:02:21:07:39:030,813117,813062,55
2018:09:02:21:07:39:289,813096,813069,27
2018:09:02:21:07:39:442,813096,813069,27
2018:09:02:21:07:39:553,813096,813069,27
2018:09:02:21:07:39:698,813095,813072,23
2018:09:02:21:07:39:822,813095,813072,23
2018:09:02:21:07:39:982,813095,813071,24
2018:09:02:21:07:40:105,813095,813071,24
2018:09:02:21:07:40:232,813095,813071,24
2018:09:02:21:07:40:344,813089,813077,12
2018:09:02:21:07:41:149,813086,813077,9
2018:09:02:21:07:41:366,813159,813085,74
2018:09:02:21:07:41:614,813148,813085,63
2018:09:02:21:07:41:794,813144,813092,52
2018:09:02:21:07:41:989,813147,813099,48
2018:09:02:21:07:42:144,813147,813099,48
2018:09:02:21:07:42:281,813137,813099,38
2018:09:02:21:07:42:739,813159,813100,59
2018:09:02:21:07:43:275,813168,813120,48
2018:09:02:21:07:43:429,813168,813120,48
2018:09:02:21:07:43:581,813229,813158,71
2018:09:02:21:07:43:700,813229,813158,71
2018:09:02:21:07:43:830,813231,813229,2
2018:09:02:21:07:43:950,813231,813229,2
2018:09:02:21:07:44:093,813232,813230,2
2018:09:02:21:07:45:399,813312,813232,80
2018:09:02:21:07:46:224,813243,813242,1
2018:09:02:21:07:46:477,813297,813253,44
2018:09:02:21:07:46:670,813313,813259,54
2018:09:02:21:07:46:821,813297,813239,58
2018:09:02:21:07:46:937,813253,813238,15
2018:09:02:21:07:47:074,813253,813237,16
2018:09:02:21:07:47:206,813253,813237,16
2018:09:02:21:07:47:639,813253,813237,16
2018:09:02:21:07:47:931,813299,813252,47
2018:09:02:21:07:48:314,813299,813253,46
2018:09:02:21:07:48:508,813299,813253,46
2018:09:02:21:07:48:719,813285,813253,32
2018:09:02:21:07:48:870,813285,813253,32
2018:09:02:21:07:49:023,813308,813299,9
2018:09:02:21:07:49:157,813299,813253,46
2018:09:02:21:07:49:857,813299,813253,46
2018:09:02:21:07:50:062,813307,813300,7
2018:09:02:21:07:50:260,813307,813300,7
2018:09:02:21:07:50:429,813336,813303,33
2018:09:02:21:07:50:557,813315,813300,15
2018:09:02:21:07:50:670,813336,813303,33
2018:09:02:21:07:50:819,813336,813315,21
2018:09:02:21:07:50:960,813336,813315,21
2018:09:02:21:07:51:126,813336,813315,21
2018:09:02:21:07:51:261,813335,813315,20
2018:09:02:21:07:52:130,813335,813315,20
2018:09:02:21:07:52:338,813334,813321,13
2018:09:02:21:07:52:632,813331,813321,10
2018:09:02:21:07:52:798,813358,813316,42
2018:09:02:21:07:52:967,813358,813316,42
2018:09:02:21:07:53:123,813365,813324,41
2018:09:02:21:07:53:254,813365,813324,41
2018:09:02:21:07:53:954,813447,813324,123
2018:09:02:21:07:54:325,813493,813365,128
2018:09:02:21:07:54:537,813493,813450,43
2018:09:02:21:07:54:731,813493,813450,43
2018:09:02:21:07:54:868,813480,813476,4
2018:09:02:21:07:55:032,813493,813481,12
2018:09:02:21:07:55:862,813493,813481,12
2018:09:02:21:07:56:059,813500,813477,23
2018:09:02:21:07:56:201,813500,813477,23
2018:09:02:21:07:56:490,813500,813477,23
2018:09:02:21:07:56:645,813491,813451,40
2018:09:02:21:07:56:773,813491,813381,110
2018:09:02:21:07:56:928,813491,813381,110
2018:09:02:21:07:57:059,813486,813381,105
2018:09:02:21:07:57:199,813486,813381,105
2018:09:02:21:07:57:341,813486,813381,105
2018:09:02:21:07:57:476,813476,813404,72
2018:09:02:21:07:57:616,813470,813411,59
2018:09:02:21:07:57:753,813462,813438,24
2018:09:02:21:07:57:896,813462,813417,45
2018:09:02:21:07:58:018,813462,813417,45
2018:09:02:21:07:58:204,813458,813417,41
2018:09:02:21:07:58:364,813458,813417,41
2018:09:02:21:07:58:480,813461,813428,33
2018:09:02:21:07:58:605,813461,813428,33
2018:09:02:21:07:58:739,813461,813417,44
2018:09:02:21:07:58:872,813461,813417,44
2018:09:02:21:07:58:977,813451,813404,47
2018:09:02:21:07:59:095,813451,813404,47
2018:09:02:21:07:59:202,813451,813404,47
2018:09:02:21:07:59:325,813451,813404,47
2018:09:02:21:07:59:449,813451,813404,47
2018:09:02:21:07:59:579,813475,813393,82
2018:09:02:21:07:59:768,813475,813393,82
2018:09:02:21:07:59:891,813475,813409,66
2018:09:02:21:08:00:025,813475,813409,66
2018:09:02:21:08:00:162,813475,813409,66
2018:09:02:21:08:00:291,813475,813414,61
2018:09:02:21:08:00:483,813475,813414,61
2018:09:02:21:08:00:638,813474,813429,45
2018:09:02:21:08:00:804,813456,813410,46
2018:09:02:21:08:01:099,813456,813410,46
2018:09:02:21:08:01:265,813456,813405,51
2018:09:02:21:08:01:403,813449,813415,34
2018:09:02:21:08:01:554,813453,813411,42
2018:09:02:21:08:01:715,813453,813424,29
2018:09:02:21:08:01:864,813453,813424,29
2018:09:02:21:08:01:977,813434,813416,18
2018:09:02:21:08:02:108,813434,813416,18
2018:09:02:21:08:02:230,813434,813416,18
2018:09:02:21:08:02:371,813434,813416,18
2018:09:02:21:08:02:499,813438,813416,22
2018:09:02:21:08:02:680,813438,813419,19
2018:09:02:21:08:02:999,813438,813419,19
2018:09:02:21:08:03:189,813438,813419,19
2018:09:02:21:08:03:355,813570,813500,70
2018:09:02:21:08:03:532,813538,813501,37
2018:09:02:21:08:03:781,813538,813501,37
2018:09:02:21:08:03:968,813563,813510,53
2018:09:02:21:08:04:160,813448,813424,24
2018:09:02:21:08:04:338,813535,813513,22
2018:09:02:21:08:04:504,813535,813513,22
2018:09:02:21:08:04:677,813535,813513,22
2018:09:02:21:08:04:825,813535,813513,22
2018:09:02:21:08:04:991,813552,813511,41
2018:09:02:21:08:05:112,813534,813502,32
2018:09:02:21:08:05:239,813534,813502,32
2018:09:02:21:08:05:352,813534,813502,32
2018:09:02:21:08:05:473,813600,813520,80
2018:09:02:21:08:05:688,813600,813524,76
2018:09:02:21:08:05:807,813600,813524,76
2018:09:02:21:08:05:916,813600,813524,76
2018:09:02:21:08:06:040,813593,813527,66
2018:09:02:21:08:06:178,813593,813529,64
2018:09:02:21:08:06:344,813593,813529,64
2018:09:02:21:08:06:462,813566,813529,37
2018:09:02:21:08:06:599,813566,813529,37
2018:09:02:21:08:06:725,813566,813529,37
2018:09:02:21:08:06:872,813586,813530,56
2018:09:02:21:08:07:007,813594,813530,64
2018:09:02:21:08:07:146,813563,813541,22
2018:09:02:21:08:07:306,813563,813541,22
2018:09:02:21:08:07:430,813560,813533,27
2018:09:02:21:08:07:587,813560,813530,30
2018:09:02:21:08:07:726,813579,813546,33
2018:09:02:21:08:07:873,813579,813546,33
2018:09:02:21:08:08:011,813579,813546,33
2018:09:02:21:08:08:218,813554,813542,12
2018:09:02:21:08:08:355,813554,813542,12
2018:09:02:21:08:08:545,813552,813531,21
2018:09:02:21:08:08:713,813552,813531,21
2018:09:02:21:08:08:895,813552,813531,21
2018:09:02:21:08:09:015,813547,813531,16
2018:09:02:21:08:09:227,813547,813531,16
2018:09:02:21:08:09:355,813547,813531,16
2018:09:02:21:08:09:527,813547,813531,16
2018:09:02:21:08:09:675,813635,813541,94
2018:09:02:21:08:09:856,813635,813579,56
2018:09:02:21:08:10:058,813635,813579,56
2018:09:02:21:08:10:291,813635,813579,56
2018:09:02:21:08:10:424,813500,813479,21
2018:09:02:21:08:10:581,813500,813476,24
2018:09:02:21:08:10:786,813479,813467,12
2018:09:02:21:08:11:023,813479,813467,12
2018:09:02:21:08:11:175,813497,813470,27
2018:09:02:21:08:11:348,813499,813488,11
2018:09:02:21:08:11:528,813586,813503,83
2018:09:02:21:08:11:713,813586,813503,83
2018:09:02:21:08:11:888,813586,813505,81
2018:09:02:21:08:12:091,813573,813506,67
2018:09:02:21:08:12:308,813571,813506,65
2018:09:02:21:08:12:470,813566,813506,60
2018:09:02:21:08:12:731,813566,813519,47
2018:09:02:21:08:12:884,813559,813489,70
2018:09:02:21:08:13:114,813559,813489,70
2018:09:02:21:08:13:317,813551,813489,62
2018:09:02:21:08:13:515,813541,813502,39
2018:09:02:21:08:13:691,813541,813502,39
2018:09:02:21:08:13:898,813534,813505,29
2018:09:02:21:08:14:156,813534,813505,29
2018:09:02:21:08:14:362,813534,813500,34
2018:09:02:21:08:14:616,813524,813500,24
2018:09:02:21:08:14:803,813523,813506,17
2018:09:02:21:08:15:174,813514,813501,13
2018:09:02:21:08:15:524,813504,813500,4
2018:09:02:21:08:15:760,813494,813490,4
2018:09:02:21:08:16:036,813589,813552,37
2018:09:02:21:08:16:229,813589,813554,35
2018:09:02:21:08:16:470,813593,813589,4
2018:09:02:21:08:16:824,813593,813589,4
2018:09:02:21:08:17:110,813581,813557,24
2018:09:02:21:08:17:445,813500,813490,10
2018:09:02:21:08:17:679,813498,813490,8
2018:09:02:21:08:17:943,813499,813483,16
2018:09:02:21:08:18:194,813499,813483,16
2018:09:02:21:08:18:755,813499,813483,16
2018:09:02:21:08:19:051,813482,813390,92
2018:09:02:21:08:19:278,813451,813390,61
2018:09:02:21:08:19:694,813451,813390,61
2018:09:02:21:08:20:136,813430,813406,24
2018:09:02:21:08:20:421,813440,813436,4
2018:09:02:21:08:20:788,813440,813436,4
2018:09:02:21:08:21:186,813429,813410,19
2018:09:02:21:08:21:439,813439,813354,85
2018:09:02:21:08:21:728,813428,813346,82
2018:09:02:21:08:22:025,813438,813437,1
2018:09:02:21:08:22:311,813438,813284,154
2018:09:02:21:08:22:982,813420,813368,52
2018:09:02:21:08:23:407,813417,813290,127
2018:09:02:21:08:23:653,813399,813344,55
2018:09:02:21:08:23:973,813399,813366,33
2018:09:02:21:08:24:334,813399,813366,33
2018:09:02:21:08:24:897,813399,813366,33
2018:09:02:21:08:25:590,813396,813354,42
2018:09:02:21:08:25:887,813388,813364,24
2018:09:02:21:08:26:634,813388,813342,46
2018:09:02:21:08:27:081,813353,813333,20
2018:09:02:21:08:27:296,813351,813333,18
2018:09:02:21:08:27:492,813353,813333,20
2018:09:02:21:08:27:676,813343,813275,68
2018:09:02:21:08:27:821,813336,813331,5
2018:09:02:21:08:27:998,813340,813331,9
2018:09:02:21:08:28:127,813340,813331,9
2018:09:02:21:08:28:252,813340,813331,9
2018:09:02:21:08:28:404,813340,813331,9
2018:09:02:21:08:28:520,813340,813331,9
2018:09:02:21:08:28:643,813339,813331,8
2018:09:02:21:08:28:771,813398,813331,67
2018:09:02:21:08:28:945,813394,813336,58
2018:09:02:21:08:29:064,813397,813336,61
2018:09:02:21:08:29:183,813369,813336,33
2018:09:02:21:08:29:325,813388,813364,24
2018:09:02:21:08:29:453,813388,813364,24
2018:09:02:21:08:29:596,813388,813364,24
2018:09:02:21:08:29:732,813388,813364,24
2018:09:02:21:08:29:904,813388,813339,49
2018:09:02:21:08:30:071,813377,813365,12
2018:09:02:21:08:30:198,813377,813365,12
2018:09:02:21:08:30:300,813377,813365,12
2018:09:02:21:08:30:412,813377,813365,12
2018:09:02:21:08:30:556,813377,813342,35
2018:09:02:21:08:30:675,813379,813342,37
2018:09:02:21:08:30:799,813356,813342,14
2018:09:02:21:08:30:930,813356,813342,14
2018:09:02:21:08:31:031,813356,813256,100
2018:09:02:21:08:31:155,813356,813256,100
2018:09:02:21:08:31:269,813355,813345,10
2018:09:02:21:08:31:377,813355,813333,22
2018:09:02:21:08:31:612,813355,813333,22
2018:09:02:21:08:31:742,813335,813334,1
2018:09:02:21:08:31:868,813328,813314,14
2018:09:02:21:08:31:986,813335,813334,1
2018:09:02:21:08:32:106,813335,813334,1
2018:09:02:21:08:32:225,813307,813302,5
2018:09:02:21:08:32:460,813313,813283,30
2018:09:02:21:08:32:573,813306,813302,4
2018:09:02:21:08:32:730,813306,813300,6
2018:09:02:21:08:32:896,813306,813300,6
2018:09:02:21:08:33:011,813306,813300,6
2018:09:02:21:08:33:287,813305,813260,45
2018:09:02:21:08:33:417,813296,813267,29
2018:09:02:21:08:33:541,813296,813267,29
2018:09:02:21:08:33:651,813296,813267,29
2018:09:02:21:08:33:763,813296,813267,29
2018:09:02:21:08:33:861,813299,813270,29
2018:09:02:21:08:33:965,813299,813270,29
2018:09:02:21:08:34:102,813299,813270,29
2018:09:02:21:08:34:208,813299,813270,29
2018:09:02:21:08:34:330,813305,813304,1
2018:09:02:21:08:34:434,813304,813280,24
2018:09:02:21:08:34:548,813305,813304,1
2018:09:02:21:08:35:483,813305,813304,1
2018:09:02:21:08:35:793,813345,813326,19
2018:09:02:21:08:35:903,813345,813326,19
2018:09:02:21:08:36:020,813354,813350,4
2018:09:02:21:08:36:169,813354,813350,4
2018:09:02:21:08:36:317,813403,813402,1
2018:09:02:21:08:36:407,813445,813423,22
2018:09:02:21:08:36:523,813445,813402,43
2018:09:02:21:08:36:661,813445,813423,22
2018:09:02:21:08:36:926,813448,813423,25
2018:09:02:21:08:37:878,813469,813448,21
2018:09:02:21:08:38:010,813469,813448,21
2018:09:02:21:08:38:535,813469,813452,17
2018:09:02:21:08:38:726,813499,813456,43
2018:09:02:21:08:38:867,813499,813493,6
2018:09:02:21:08:39:006,813499,813494,5
2018:09:02:21:08:39:125,813499,813494,5
2018:09:02:21:08:39:237,813530,813495,35
2018:09:02:21:08:39:356,813566,813504,62
2018:09:02:21:08:39:487,813566,813504,62
2018:09:02:21:08:39:594,813566,813504,62
2018:09:02:21:08:39:897,813546,813511,35
2018:09:02:21:08:40:217,813546,813511,35
2018:09:02:21:08:41:009,813566,813513,53
2018:09:02:21:08:42:043,813600,813522,78
2018:09:02:21:08:42:177,813583,813554,29
2018:09:02:21:08:42:300,813583,813551,32
2018:09:02:21:08:42:415,813583,813555,28
2018:09:02:21:08:42:528,813583,813555,28
2018:09:02:21:08:42:717,813600,813555,45
2018:09:02:21:08:42:819,813583,813555,28
2018:09:02:21:08:43:728,813700,813599,101
2018:09:02:21:08:43:905,813601,813600,1
2018:09:02:21:08:44:029,813601,813600,1
2018:09:02:21:08:44:155,813601,813600,1
2018:09:02:21:08:44:288,813651,813603,48
2018:09:02:21:08:44:455,813651,813603,48
2018:09:02:21:08:44:604,813651,813603,48
2018:09:02:21:08:44:750,813651,813603,48
2018:09:02:21:08:44:993,813867,813603,264
2018:09:02:21:08:45:188,813867,813603,264
2018:09:02:21:08:46:299,813700,813644,56
2018:09:02:21:08:46:734,813679,813665,14
2018:09:02:21:08:46:856,813700,813666,34
2018:09:02:21:08:47:009,813700,813666,34
2018:09:02:21:08:47:132,813700,813668,32
2018:09:02:21:08:48:030,813674,813668,6
2018:09:02:21:08:48:574,813714,813710,4
2018:09:02:21:08:48:708,813716,813710,6
2018:09:02:21:08:49:727,813699,813691,8
2018:09:02:21:08:50:112,813700,813605,95
2018:09:02:21:08:50:290,813716,813660,56
2018:09:02:21:08:50:680,813697,813671,26
2018:09:02:21:08:50:823,813696,813661,35
2018:09:02:21:08:51:036,813696,813661,35
2018:09:02:21:08:51:248,813690,813661,29
2018:09:02:21:08:51:390,813685,813677,8
2018:09:02:21:08:52:054,813685,813677,8
2018:09:02:21:08:52:388,813668,813648,20
2018:09:02:21:08:52:522,813667,813665,2
2018:09:02:21:08:52:668,813667,813648,19
2018:09:02:21:08:52:774,813667,813665,2
2018:09:02:21:08:52:904,813667,813626,41
2018:09:02:21:08:53:134,813663,813639,24
2018:09:02:21:08:53:254,813660,813639,21
2018:09:02:21:08:53:352,813660,813639,21
2018:09:02:21:08:53:475,813666,813613,53
2018:09:02:21:08:53:606,813653,813600,53
2018:09:02:21:08:53:720,813649,813624,25
2018:09:02:21:08:53:872,813648,813578,70
2018:09:02:21:08:53:993,813649,813624,25
2018:09:02:21:08:54:103,813642,813568,74
2018:09:02:21:08:54:312,813642,813568,74
2018:09:02:21:08:54:447,813639,813631,8
2018:09:02:21:08:54:580,813647,813631,16
2018:09:02:21:08:54:729,813647,813631,16
2018:09:02:21:08:54:848,813635,813631,4
2018:09:02:21:08:54:946,813639,813631,8
2018:09:02:21:08:55:071,813639,813631,8
2018:09:02:21:08:55:182,813639,813631,8
2018:09:02:21:08:55:300,813639,813635,4
2018:09:02:21:08:55:408,813636,813631,5
2018:09:02:21:08:55:526,813636,813631,5
2018:09:02:21:08:55:634,813636,813631,5
2018:09:02:21:08:55:732,813635,813631,4
2018:09:02:21:08:55:868,813635,813634,1
2018:09:02:21:08:55:969,813635,813631,4
2018:09:02:21:08:56:148,813635,813634,1
2018:09:02:21:08:56:301,813635,813634,1
2018:09:02:21:08:56:394,813635,813634,1
2018:09:02:21:08:56:512,813635,813609,26
2018:09:02:21:08:56:618,813635,813609,26
2018:09:02:21:08:56:719,813634,813609,25
2018:09:02:21:08:56:842,813634,813609,25
2018:09:02:21:08:56:968,813634,813592,42
