datetime,bid,ask,spread
2018:09:02:21:21:17:632,815504,815500,4
2018:09:02:21:21:17:780,815528,815500,28
2018:09:02:21:21:17:918,815504,815500,4
2018:09:02:21:21:18:033,815528,815500,28
2018:09:02:21:21:18:147,815528,815500,28
2018:09:02:21:21:18:277,815525,815510,15
2018:09:02:21:21:18:718,815523,815510,13
2018:09:02:21:21:18:852,815523,815510,13
2018:09:02:21:21:18:978,815523,815510,13
2018:09:02:21:21:19:104,815523,815510,13
2018:09:02:21:21:19:249,815523,815510,13
2018:09:02:21:21:19:364,815523,815510,13
2018:09:02:21:21:19:607,815526,815511,15
2018:09:02:21:21:19:786,815635,815513,122
2018:09:02:21:21:19:940,815635,815513,122
2018:09:02:21:21:20:410,815635,815523,112
2018:09:02:21:21:20:638,815608,815538,70
2018:09:02:21:21:20:770,815670,815665,5
2018:09:02:21:21:20:926,815608,815538,70
2018:09:02:21:21:21:131,815670,815665,5
2018:09:02:21:21:21:251,815744,815665,79
2018:09:02:21:21:21:387,815744,815665,79
2018:09:02:21:21:21:513,815776,815635,141
2018:09:02:21:21:21:665,815776,815635,141
2018:09:02:21:21:21:857,815776,815635,141
2018:09:02:21:21:22:051,815801,815552,249
2018:09:02:21:21:22:252,815737,815668,69
2018:09:02:21:21:22:794,815743,815668,75
2018:09:02:21:21:22:933,815743,815668,75
2018:09:02:21:21:23:134,815743,815539,204
2018:09:02:21:21:23:292,815743,815539,204
2018:09:02:21:21:23:462,815832,815701,131
2018:09:02:21:21:23:710,815832,815701,131
2018:09:02:21:21:23:889,815742,815688,54
2018:09:02:21:21:24:077,815742,815688,54
2018:09:02:21:21:24:223,815742,815682,60
2018:09:02:21:21:24:407,815742,815682,60
2018:09:02:21:21:24:603,815733,815702,31
2018:09:02:21:21:24:739,815733,815702,31
2018:09:02:21:21:24:844,815733,815702,31
2018:09:02:21:21:24:974,815733,815702,31
2018:09:02:21:21:25:240,815725,815682,43
2018:09:02:21:21:25:389,815688,815682,6
2018:09:02:21:21:25:536,815688,815534,154
2018:09:02:21:21:25:688,815688,815523,165
2018:09:02:21:21:25:833,815688,815534,154
2018:09:02:21:21:25:978,815650,815451,199
2018:09:02:21:21:26:154,815650,815451,199
2018:09:02:21:21:26:274,815649,815561,88
2018:09:02:21:21:26:376,815649,815561,88
2018:09:02:21:21:26:528,815681,815635,46
2018:09:02:21:21:26:667,815687,815451,236
2018:09:02:21:21:26:839,815687,815451,236
2018:09:02:21:21:27:014,815687,815451,236
2018:09:02:21:21:27:150,815699,815451,248
2018:09:02:21:21:27:282,815699,815451,248
2018:09:02:21:21:27:418,815649,815150,499
2018:09:02:21:21:27:690,815649,815150,499
2018:09:02:21:21:27:977,815649,815150,499
2018:09:02:21:21:28:194,815543,815059,484
2018:09:02:21:21:28:326,815418,815401,17
2018:09:02:21:21:28:496,815418,815401,17
2018:09:02:21:21:28:632,815649,815516,133
2018:09:02:21:21:28:788,815418,815401,17
2018:09:02:21:21:28:968,815649,815516,133
2018:09:02:21:21:29:380,815491,815401,90
2018:09:02:21:21:29:535,815220,815214,6
2018:09:02:21:21:29:694,815466,815457,9
2018:09:02:21:21:29:864,815466,815457,9
2018:09:02:21:21:30:008,815414,815345,69
2018:09:02:21:21:30:146,815470,815345,125
2018:09:02:21:21:30:287,815414,815244,170
2018:09:02:21:21:30:451,815414,815244,170
2018:09:02:21:21:30:630,815490,815244,246
2018:09:02:21:21:30:780,815219,815212,7
2018:09:02:21:21:30:906,815219,815212,7
2018:09:02:21:21:31:038,815421,815304,117
2018:09:02:21:21:31:596,815421,815304,117
2018:09:02:21:21:31:748,815295,815060,235
2018:09:02:21:21:31:992,815371,815354,17
2018:09:02:21:21:32:137,815260,815254,6
2018:09:02:21:21:32:323,815262,815254,8
2018:09:02:21:21:32:475,815271,815254,17
2018:09:02:21:21:32:691,815322,815252,70
2018:09:02:21:21:32:813,815250,815222,28
2018:09:02:21:21:32:934,815250,815222,28
2018:09:02:21:21:33:048,815250,815219,31
2018:09:02:21:21:33:148,815250,815229,21
2018:09:02:21:21:33:292,815250,815229,21
2018:09:02:21:21:33:429,815250,815229,21
2018:09:02:21:21:33:749,815292,815270,22
2018:09:02:21:21:34:122,815259,815157,102
2018:09:02:21:21:34:304,815270,815227,43
2018:09:02:21:21:34:481,815295,815240,55
2018:09:02:21:21:34:607,815295,815240,55
2018:09:02:21:21:34:756,815247,815240,7
2018:09:02:21:21:34:879,815250,815218,32
2018:09:02:21:21:35:005,815219,815218,1
2018:09:02:21:21:35:207,815219,815218,1
2018:09:02:21:21:35:338,815250,815108,142
2018:09:02:21:21:35:610,815250,815108,142
2018:09:02:21:21:35:767,815242,815241,1
2018:09:02:21:21:35:928,815242,815218,24
2018:09:02:21:21:36:140,815242,815241,1
2018:09:02:21:21:36:437,815208,815117,91
2018:09:02:21:21:36:590,815208,815117,91
2018:09:02:21:21:36:705,815184,815183,1
2018:09:02:21:21:36:873,815184,815183,1
2018:09:02:21:21:37:008,815184,815183,1
2018:09:02:21:21:37:129,815178,815041,137
2018:09:02:21:21:37:262,815183,815046,137
2018:09:02:21:21:37:387,815178,815041,137
2018:09:02:21:21:37:531,815146,815046,100
2018:09:02:21:21:37:668,815146,815046,100
2018:09:02:21:21:37:838,815146,815000,146
2018:09:02:21:21:38:038,815146,815000,146
2018:09:02:21:21:38:145,815146,815000,146
2018:09:02:21:21:38:274,815139,815009,130
2018:09:02:21:21:38:405,815139,815009,130
2018:09:02:21:21:38:589,815139,815009,130
2018:09:02:21:21:38:876,815135,815000,135
2018:09:02:21:21:39:024,815135,815000,135
2018:09:02:21:21:39:123,815135,815000,135
2018:09:02:21:21:39:231,815135,815000,135
2018:09:02:21:21:39:353,815135,815000,135
2018:09:02:21:21:39:510,815135,815000,135
2018:09:02:21:21:39:634,815135,815000,135
2018:09:02:21:21:39:803,815141,815001,140
2018:09:02:21:21:39:982,815141,815001,140
2018:09:02:21:21:40:372,815141,815001,140
2018:09:02:21:21:40:534,815114,815000,114
2018:09:02:21:21:40:674,815114,815001,113
2018:09:02:21:21:40:803,815114,815000,114
2018:09:02:21:21:41:034,815114,815000,114
2018:09:02:21:21:41:212,815116,815102,14
2018:09:02:21:21:41:357,815010,815000,10
2018:09:02:21:21:41:504,815131,815100,31
2018:09:02:21:21:41:681,815131,815100,31
2018:09:02:21:21:41:818,815111,815100,11
2018:09:02:21:21:41:968,815178,815100,78
2018:09:02:21:21:42:084,815169,815101,68
2018:09:02:21:21:42:459,815178,815101,77
2018:09:02:21:21:42:635,815159,815121,38
2018:09:02:21:21:42:785,815168,815122,46
2018:09:02:21:21:42:915,815168,815122,46
2018:09:02:21:21:43:110,815168,815122,46
2018:09:02:21:21:43:283,815168,815128,40
2018:09:02:21:21:43:430,815168,815128,40
2018:09:02:21:21:43:567,815168,815122,46
2018:09:02:21:21:43:722,815180,815122,58
2018:09:02:21:21:43:856,815180,815122,58
2018:09:02:21:21:43:978,815180,815122,58
2018:09:02:21:21:44:130,815180,815122,58
2018:09:02:21:21:44:253,815183,815132,51
2018:09:02:21:21:44:635,815207,815184,23
2018:09:02:21:21:44:795,815207,815184,23
2018:09:02:21:21:44:948,815218,815188,30
2018:09:02:21:21:45:078,815218,815188,30
2018:09:02:21:21:45:183,815218,815188,30
2018:09:02:21:21:45:297,815218,815188,30
2018:09:02:21:21:45:415,815222,815184,38
2018:09:02:21:21:45:521,815222,815184,38
2018:09:02:21:21:45:632,815222,815184,38
2018:09:02:21:21:45:926,815222,815184,38
2018:09:02:21:21:46:073,815222,815184,38
2018:09:02:21:21:46:188,815242,815142,100
2018:09:02:21:21:46:323,815236,815231,5
2018:09:02:21:21:46:597,815242,815234,8
2018:09:02:21:21:46:757,815242,815234,8
2018:09:02:21:21:46:922,815242,815234,8
2018:09:02:21:21:47:038,815315,815234,81
2018:09:02:21:21:47:178,815239,815234,5
2018:09:02:21:21:47:318,815239,815234,5
2018:09:02:21:21:47:440,815239,815234,5
2018:09:02:21:21:47:642,815293,815237,56
2018:09:02:21:21:47:776,815293,815237,56
2018:09:02:21:21:47:973,815300,815242,58
2018:09:02:21:21:48:088,815300,815242,58
2018:09:02:21:21:48:232,815286,815242,44
2018:09:02:21:21:49:060,815286,815242,44
2018:09:02:21:21:49:183,815272,815250,22
2018:09:02:21:21:49:313,815250,815245,5
2018:09:02:21:21:49:433,815250,815244,6
2018:09:02:21:21:49:744,815250,815245,5
2018:09:02:21:21:49:914,815250,815245,5
2018:09:02:21:21:50:042,815300,815299,1
2018:09:02:21:21:50:150,815286,815245,41
2018:09:02:21:21:50:276,815286,815245,41
2018:09:02:21:21:50:398,815300,815299,1
2018:09:02:21:21:50:572,815300,815299,1
2018:09:02:21:21:50:740,815300,815299,1
2018:09:02:21:21:50:868,815300,815299,1
2018:09:02:21:21:51:009,815300,815299,1
2018:09:02:21:21:51:197,815277,815275,2
2018:09:02:21:21:51:321,815277,815275,2
2018:09:02:21:21:51:466,815277,815275,2
2018:09:02:21:21:51:579,815405,815275,130
2018:09:02:21:21:51:694,815405,815275,130
2018:09:02:21:21:52:174,815303,815301,2
2018:09:02:21:21:52:303,815303,815300,3
2018:09:02:21:21:52:472,815416,815388,28
2018:09:02:21:21:52:693,815387,815316,71
2018:09:02:21:21:52:852,815387,815327,60
2018:09:02:21:21:53:042,815387,815358,29
2018:09:02:21:21:53:207,815399,815389,10
2018:09:02:21:21:53:331,815399,815389,10
2018:09:02:21:21:53:589,815399,815389,10
2018:09:02:21:21:53:707,815399,815389,10
2018:09:02:21:21:53:827,815391,815390,1
2018:09:02:21:21:53:994,815391,815390,1
2018:09:02:21:21:54:105,815467,815396,71
2018:09:02:21:21:54:230,815391,815390,1
2018:09:02:21:21:54:365,815391,815390,1
2018:09:02:21:21:54:502,815448,815411,37
2018:09:02:21:21:54:650,815448,815411,37
2018:09:02:21:21:54:784,815448,815405,43
2018:09:02:21:21:54:930,815415,815405,10
2018:09:02:21:21:55:109,815470,815416,54
2018:09:02:21:21:55:279,815470,815416,54
2018:09:02:21:21:55:667,815451,815418,33
2018:09:02:21:21:55:806,815451,815418,33
2018:09:02:21:21:55:922,815464,815417,47
2018:09:02:21:21:56:052,815464,815418,46
2018:09:02:21:21:56:173,815469,815417,52
2018:09:02:21:21:56:302,815469,815417,52
2018:09:02:21:21:56:405,815469,815419,50
2018:09:02:21:21:56:521,815469,815419,50
2018:09:02:21:21:56:668,815469,815419,50
2018:09:02:21:21:56:782,815469,815419,50
2018:09:02:21:21:56:918,815463,815424,39
2018:09:02:21:21:57:053,815463,815426,37
2018:09:02:21:21:57:158,815463,815425,38
2018:09:02:21:21:57:385,815463,815425,38
2018:09:02:21:21:57:520,815459,815429,30
2018:09:02:21:21:57:682,815459,815429,30
2018:09:02:21:21:57:846,815459,815429,30
2018:09:02:21:21:57:942,815419,815300,119
2018:09:02:21:21:58:059,815365,815300,65
2018:09:02:21:21:58:252,815365,815300,65
2018:09:02:21:21:58:852,815389,815311,78
2018:09:02:21:21:59:065,815348,815319,29
2018:09:02:21:21:59:187,815348,815305,43
2018:09:02:21:21:59:290,815345,815327,18
2018:09:02:21:21:59:440,815345,815327,18
2018:09:02:21:21:59:564,815345,815305,40
2018:09:02:21:21:59:694,815345,815327,18
2018:09:02:21:22:00:046,815345,815327,18
2018:09:02:21:22:00:239,815351,815327,24
2018:09:02:21:22:00:371,815351,815327,24
2018:09:02:21:22:00:582,815351,815327,24
2018:09:02:21:22:00:699,815342,815327,15
2018:09:02:21:22:00:855,815342,815327,15
2018:09:02:21:22:01:081,815342,815332,10
2018:09:02:21:22:01:333,815447,815337,110
2018:09:02:21:22:01:482,815447,815337,110
2018:09:02:21:22:01:622,815442,815374,68
2018:09:02:21:22:01:974,815390,815386,4
2018:09:02:21:22:02:116,815390,815386,4
2018:09:02:21:22:02:238,815390,815387,3
2018:09:02:21:22:02:407,815390,815387,3
2018:09:02:21:22:02:663,815334,815300,34
2018:09:02:21:22:02:827,815334,815300,34
2018:09:02:21:22:02:930,815276,815248,28
2018:09:02:21:22:03:129,815276,815248,28
2018:09:02:21:22:03:378,815276,815248,28
2018:09:02:21:22:03:481,815495,815248,247
2018:09:02:21:22:03:597,815495,815248,247
2018:09:02:21:22:03:722,815495,815248,247
2018:09:02:21:22:04:118,815495,815248,247
2018:09:02:21:22:04:241,815333,815265,68
2018:09:02:21:22:04:421,815286,815259,27
2018:09:02:21:22:04:566,815286,815259,27
2018:09:02:21:22:04:729,815311,815272,39
2018:09:02:21:22:04:866,815311,815272,39
2018:09:02:21:22:05:008,815311,815306,5
2018:09:02:21:22:05:116,815321,815318,3
2018:09:02:21:22:05:269,815321,815319,2
2018:09:02:21:22:05:388,815321,815320,1
2018:09:02:21:22:05:491,815321,815320,1
2018:09:02:21:22:05:605,815321,815320,1
2018:09:02:21:22:05:722,815321,815320,1
2018:09:02:21:22:05:832,815321,815320,1
2018:09:02:21:22:06:173,815327,815321,6
2018:09:02:21:22:06:324,815386,815323,63
2018:09:02:21:22:06:434,815386,815307,79
2018:09:02:21:22:06:599,815376,815306,70
2018:09:02:21:22:06:936,815376,815324,52
2018:09:02:21:22:07:048,815300,815273,27
2018:09:02:21:22:07:202,815300,815276,24
2018:09:02:21:22:07:451,815300,815259,41
2018:09:02:21:22:07:661,815411,815272,139
2018:09:02:21:22:07:936,815427,815418,9
2018:09:02:21:22:08:044,815290,815289,1
2018:09:02:21:22:08:159,815290,815289,1
2018:09:02:21:22:08:276,815290,815289,1
2018:09:02:21:22:08:414,815290,815289,1
2018:09:02:21:22:08:585,815290,815289,1
2018:09:02:21:22:08:826,815290,815289,1
2018:09:02:21:22:09:011,815290,815280,10
2018:09:02:21:22:09:117,815290,815272,18
2018:09:02:21:22:09:246,815290,815273,17
2018:09:02:21:22:09:360,815290,815273,17
2018:09:02:21:22:09:474,815290,815273,17
2018:09:02:21:22:09:581,815289,815281,8
2018:09:02:21:22:09:729,815289,815281,8
2018:09:02:21:22:09:866,815289,815281,8
2018:09:02:21:22:10:074,815300,815286,14
2018:09:02:21:22:10:183,815300,815286,14
2018:09:02:21:22:10:307,815300,815249,51
2018:09:02:21:22:10:571,815289,815271,18
2018:09:02:21:22:10:758,815300,815271,29
2018:09:02:21:22:10:946,815293,815271,22
2018:09:02:21:22:11:196,815293,815271,22
2018:09:02:21:22:11:318,815297,815251,46
2018:09:02:21:22:11:454,815297,815251,46
2018:09:02:21:22:11:570,815297,815251,46
2018:09:02:21:22:11:705,815294,815276,18
2018:09:02:21:22:11:819,815294,815276,18
2018:09:02:21:22:11:956,815299,815298,1
2018:09:02:21:22:12:131,815299,815298,1
2018:09:02:21:22:12:257,815299,815298,1
2018:09:02:21:22:12:470,815299,815298,1
2018:09:02:21:22:13:075,815289,815273,16
2018:09:02:21:22:13:243,815332,815289,43
2018:09:02:21:22:13:388,815300,815286,14
2018:09:02:21:22:13:554,815300,815296,4
2018:09:02:21:22:13:733,815300,815286,14
2018:09:02:21:22:13:859,815310,815296,14
2018:09:02:21:22:13:984,815310,815301,9
2018:09:02:21:22:14:081,815310,815301,9
2018:09:02:21:22:14:230,815329,815315,14
2018:09:02:21:22:14:338,815329,815315,14
2018:09:02:21:22:14:462,815329,815315,14
2018:09:02:21:22:14:649,815322,815320,2
2018:09:02:21:22:14:782,815322,815320,2
2018:09:02:21:22:14:941,815322,815320,2
2018:09:02:21:22:15:068,815322,815320,2
2018:09:02:21:22:15:195,815322,815320,2
2018:09:02:21:22:15:300,815322,815320,2
2018:09:02:21:22:15:414,815322,815320,2
2018:09:02:21:22:15:534,815331,815325,6
2018:09:02:21:22:15:779,815331,815325,6
2018:09:02:21:22:15:898,815331,815320,11
2018:09:02:21:22:16:002,815331,815321,10
2018:09:02:21:22:16:166,815328,815320,8
2018:09:02:21:22:16:272,815328,815320,8
2018:09:02:21:22:16:404,815328,815320,8
2018:09:02:21:22:16:517,815328,815320,8
2018:09:02:21:22:16:627,815328,815324,4
2018:09:02:21:22:16:774,815328,815324,4
2018:09:02:21:22:17:003,815322,815305,17
2018:09:02:21:22:17:159,815319,815305,14
2018:09:02:21:22:17:267,815319,815305,14
2018:09:02:21:22:17:371,815331,815305,26
2018:09:02:21:22:17:539,815316,815305,11
2018:09:02:21:22:17:663,815316,815305,11
2018:09:02:21:22:17:795,815316,815306,10
2018:09:02:21:22:17:901,815316,815306,10
2018:09:02:21:22:18:056,815316,815305,11
2018:09:02:21:22:18:176,815316,815305,11
2018:09:02:21:22:18:283,815331,815281,50
2018:09:02:21:22:18:391,815331,815281,50
2018:09:02:21:22:18:509,815331,815281,50
2018:09:02:21:22:18:635,815331,815281,50
2018:09:02:21:22:18:865,815312,815281,31
2018:09:02:21:22:18:974,815331,815284,47
2018:09:02:21:22:19:088,815312,815281,31
2018:09:02:21:22:19:206,815312,815281,31
2018:09:02:21:22:19:370,815312,815281,31
2018:09:02:21:22:19:497,815312,815281,31
2018:09:02:21:22:19:618,815311,815289,22
2018:09:02:21:22:19:757,815294,815289,5
2018:09:02:21:22:19:888,815294,815289,5
2018:09:02:21:22:20:034,815294,815292,2
2018:09:02:21:22:20:147,815294,815292,2
2018:09:02:21:22:20:394,815291,815241,50
2018:09:02:21:22:20:528,815291,815241,50
2018:09:02:21:22:20:637,815287,815234,53
2018:09:02:21:22:20:779,815287,815239,48
2018:09:02:21:22:20:882,815241,815239,2
2018:09:02:21:22:21:013,815241,815239,2
2018:09:02:21:22:21:170,815241,815239,2
2018:09:02:21:22:21:276,815241,815239,2
2018:09:02:21:22:21:373,815288,815191,97
2018:09:02:21:22:21:481,815288,815191,97
2018:09:02:21:22:21:611,815288,815191,97
2018:09:02:21:22:21:760,815288,815191,97
2018:09:02:21:22:21:977,815240,815108,132
2018:09:02:21:22:22:161,815238,815235,3
2018:09:02:21:22:22:267,815237,815235,2
2018:09:02:21:22:22:382,815237,815235,2
2018:09:02:21:22:22:517,815237,815235,2
2018:09:02:21:22:22:712,815235,815196,39
2018:09:02:21:22:22:835,815235,815196,39
2018:09:02:21:22:22:961,815200,815144,56
2018:09:02:21:22:23:071,815200,815144,56
2018:09:02:21:22:23:182,815200,815144,56
2018:09:02:21:22:23:306,815200,815144,56
2018:09:02:21:22:23:440,815193,815150,43
2018:09:02:21:22:23:773,815193,815150,43
2018:09:02:21:22:23:896,815126,815109,17
2018:09:02:21:22:24:016,815126,815109,17
2018:09:02:21:22:24:125,815126,815109,17
2018:09:02:21:22:24:246,815116,815112,4
2018:09:02:21:22:24:367,815116,815112,4
2018:09:02:21:22:24:505,815116,815112,4
2018:09:02:21:22:24:645,815127,815100,27
2018:09:02:21:22:24:821,815124,815113,11
2018:09:02:21:22:24:944,815124,815113,11
2018:09:02:21:22:25:073,815124,815113,11
2018:09:02:21:22:25:208,815124,815113,11
2018:09:02:21:22:25:330,815124,815113,11
2018:09:02:21:22:25:868,815115,815068,47
2018:09:02:21:22:26:012,815112,815051,61
2018:09:02:21:22:26:139,815112,815051,61
2018:09:02:21:22:26:254,815107,815058,49
2018:09:02:21:22:26:383,815110,815083,27
2018:09:02:21:22:26:505,815092,815058,34
2018:09:02:21:22:26:614,815092,815058,34
2018:09:02:21:22:26:716,815092,815058,34
2018:09:02:21:22:26:861,815092,815058,34
2018:09:02:21:22:26:977,815091,815058,33
2018:09:02:21:22:27:093,815091,815058,33
2018:09:02:21:22:27:205,815091,815055,36
2018:09:02:21:22:27:358,815091,815055,36
2018:09:02:21:22:27:476,815091,815055,36
2018:09:02:21:22:27:865,815091,815055,36
2018:09:02:21:22:28:013,815091,815065,26
2018:09:02:21:22:28:213,815091,815065,26
2018:09:02:21:22:28:522,815112,815038,74
2018:09:02:21:22:28:827,815104,815048,56
2018:09:02:21:22:29:012,815105,815070,35
2018:09:02:21:22:29:169,815199,815158,41
2018:09:02:21:22:29:350,815199,815158,41
2018:09:02:21:22:29:495,815191,815158,33
2018:09:02:21:22:29:649,815191,815158,33
2018:09:02:21:22:29:809,815200,815159,41
2018:09:02:21:22:30:188,815199,815159,40
2018:09:02:21:22:30:487,815175,815165,10
2018:09:02:21:22:30:621,815175,815165,10
2018:09:02:21:22:30:761,815175,815165,10
2018:09:02:21:22:30:885,815175,815165,10
2018:09:02:21:22:31:005,815175,815165,10
2018:09:02:21:22:31:183,815188,815124,64
2018:09:02:21:22:31:311,815156,815049,107
2018:09:02:21:22:31:439,815142,815079,63
2018:09:02:21:22:31:585,815142,815079,63
2018:09:02:21:22:31:713,815142,815079,63
2018:09:02:21:22:32:033,815100,815097,3
2018:09:02:21:22:32:157,815100,815097,3
2018:09:02:21:22:32:293,815100,815097,3
2018:09:02:21:22:32:403,815100,815097,3
2018:09:02:21:22:32:512,815090,815079,11
2018:09:02:21:22:32:621,815100,815079,21
2018:09:02:21:22:32:757,815100,815079,21
2018:09:02:21:22:32:877,815090,815082,8
2018:09:02:21:22:32:989,815090,815079,11
2018:09:02:21:22:33:126,815090,815082,8
2018:09:02:21:22:33:239,815100,815033,67
2018:09:02:21:22:33:342,815080,815044,36
2018:09:02:21:22:33:490,815080,815044,36
2018:09:02:21:22:33:593,815080,815055,25
2018:09:02:21:22:33:730,815080,815055,25
2018:09:02:21:22:33:874,815080,815055,25
2018:09:02:21:22:33:980,815079,815055,24
2018:09:02:21:22:34:118,815079,815055,24
2018:09:02:21:22:34:364,815079,815062,17
2018:09:02:21:22:34:641,815079,815062,17
2018:09:02:21:22:34:995,815079,815069,10
2018:09:02:21:22:35:410,815200,815162,38
2018:09:02:21:22:35:575,815179,815162,17
2018:09:02:21:22:36:101,815179,815163,16
2018:09:02:21:22:36:280,815183,815089,94
2018:09:02:21:22:36:416,815266,815209,57
2018:09:02:21:22:36:554,815225,815179,46
2018:09:02:21:22:36:780,815225,815179,46
2018:09:02:21:22:37:296,815225,815219,6
2018:09:02:21:22:37:471,815233,815224,9
2018:09:02:21:22:37:617,815233,815224,9
2018:09:02:21:22:37:750,815219,815210,9
2018:09:02:21:22:37:922,815219,815210,9
2018:09:02:21:22:38:037,815219,815210,9
2018:09:02:21:22:38:168,815237,815210,27
2018:09:02:21:22:38:311,815261,815235,26
2018:09:02:21:22:38:438,815261,815235,26
2018:09:02:21:22:38:828,815261,815235,26
2018:09:02:21:22:38:969,815267,815236,31
2018:09:02:21:22:39:101,815267,815236,31
2018:09:02:21:22:39:245,815267,815236,31
2018:09:02:21:22:39:350,815267,815236,31
2018:09:02:21:22:39:475,815288,815239,49
2018:09:02:21:22:39:604,815288,815239,49
2018:09:02:21:22:39:703,815288,815239,49
2018:09:02:21:22:39:852,815288,815239,49
2018:09:02:21:22:39:963,815288,815241,47
2018:09:02:21:22:40:167,815288,815241,47
2018:09:02:21:22:40:301,815288,815241,47
2018:09:02:21:22:40:441,815288,815241,47
2018:09:02:21:22:40:568,815275,815246,29
2018:09:02:21:22:40:687,815274,815246,28
2018:09:02:21:22:40:831,815274,815246,28
2018:09:02:21:22:41:129,815274,815246,28
2018:09:02:21:22:41:237,815271,815222,49
2018:09:02:21:22:41:357,815271,815222,49
2018:09:02:21:22:41:474,815268,815222,46
2018:09:02:21:22:41:584,815272,815223,49
2018:09:02:21:22:41:726,815268,815222,46
2018:09:02:21:22:41:870,815272,815229,43
2018:09:02:21:22:41:997,815272,815229,43
2018:09:02:21:22:42:114,815273,815229,44
2018:09:02:21:22:42:232,815273,815229,44
2018:09:02:21:22:42:387,815270,815229,41
2018:09:02:21:22:42:801,815270,815229,41
2018:09:02:21:22:42:918,815262,815229,33
2018:09:02:21:22:43:019,815262,815229,33
2018:09:02:21:22:43:199,815262,815229,33
2018:09:02:21:22:43:376,815262,815229,33
2018:09:02:21:22:43:486,815289,815229,60
2018:09:02:21:22:43:686,815289,815229,60
2018:09:02:21:22:43:863,815289,815229,60
2018:09:02:21:22:44:012,815289,815229,60
2018:09:02:21:22:44:150,815289,815229,60
2018:09:02:21:22:44:299,815289,815229,60
2018:09:02:21:22:44:449,815253,815245,8
2018:09:02:21:22:44:564,815331,815300,31
2018:09:02:21:22:44:718,815331,815300,31
2018:09:02:21:22:44:915,815331,815300,31
2018:09:02:21:22:45:154,815332,815308,24
2018:09:02:21:22:45:430,815332,815308,24
2018:09:02:21:22:45:568,815332,815313,19
2018:09:02:21:22:45:680,815332,815308,24
2018:09:02:21:22:45:823,815331,815313,18
2018:09:02:21:22:46:136,815331,815313,18
2018:09:02:21:22:46:295,815331,815316,15
2018:09:02:21:22:46:404,815331,815316,15
2018:09:02:21:22:46:560,815328,815319,9
2018:09:02:21:22:46:715,815328,815319,9
2018:09:02:21:22:47:053,815328,815319,9
2018:09:02:21:22:47:183,815330,815322,8
2018:09:02:21:22:47:313,815330,815322,8
2018:09:02:21:22:47:434,815332,815322,10
2018:09:02:21:22:47:707,815330,815320,10
2018:09:02:21:22:47:857,815332,815325,7
2018:09:02:21:22:48:003,815332,815322,10
2018:09:02:21:22:48:152,815331,815323,8
2018:09:02:21:22:48:277,815331,815323,8
2018:09:02:21:22:48:413,815331,815326,5
2018:09:02:21:22:48:573,815331,815326,5
2018:09:02:21:22:48:738,815350,815331,19
2018:09:02:21:22:49:084,815316,815247,69
2018:09:02:21:22:49:252,815293,815253,40
2018:09:02:21:22:49:490,815293,815253,40
2018:09:02:21:22:49:715,815293,815253,40
2018:09:02:21:22:49:885,815354,815333,21
2018:09:02:21:22:50:075,815343,815336,7
2018:09:02:21:22:50:275,815343,815336,7
2018:09:02:21:22:50:425,815343,815339,4
2018:09:02:21:22:50:589,815343,815339,4
2018:09:02:21:22:50:745,815340,815339,1
2018:09:02:21:22:50:857,815340,815339,1
2018:09:02:21:22:50:998,815340,815339,1
2018:09:02:21:22:51:126,815340,815339,1
2018:09:02:21:22:51:266,815343,815334,9
2018:09:02:21:22:51:584,815343,815334,9
2018:09:02:21:22:51:721,815343,815334,9
2018:09:02:21:22:51:860,815343,815335,8
2018:09:02:21:22:51:991,815340,815335,5
2018:09:02:21:22:52:120,815340,815335,5
2018:09:02:21:22:52:318,815340,815335,5
2018:09:02:21:22:52:539,815342,815287,55
2018:09:02:21:22:52:693,815337,815335,2
2018:09:02:21:22:52:805,815337,815335,2
2018:09:02:21:22:53:026,815331,815294,37
2018:09:02:21:22:53:305,815300,815298,2
2018:09:02:21:22:53:465,815340,815300,40
2018:09:02:21:22:53:594,815370,815300,70
2018:09:02:21:22:53:797,815340,815300,40
2018:09:02:21:22:54:000,815370,815300,70
2018:09:02:21:22:54:194,815370,815200,170
2018:09:02:21:22:54:322,815370,815200,170
2018:09:02:21:22:54:486,815323,815310,13
2018:09:02:21:22:54:725,815323,815310,13
2018:09:02:21:22:54:879,815373,815312,61
2018:09:02:21:22:55:040,815404,815312,92
2018:09:02:21:22:55:222,815404,815312,92
2018:09:02:21:22:55:348,815413,815399,14
2018:09:02:21:22:55:533,815413,815399,14
2018:09:02:21:22:55:922,815413,815399,14
2018:09:02:21:22:56:046,815499,815467,32
2018:09:02:21:22:56:172,815499,815467,32
2018:09:02:21:22:56:308,815478,815467,11
2018:09:02:21:22:56:478,815478,815467,11
2018:09:02:21:22:56:620,815412,815410,2
2018:09:02:21:22:56:790,815412,815410,2
2018:09:02:21:22:56:952,815476,815417,59
2018:09:02:21:22:57:155,815499,815472,27
2018:09:02:21:22:57:479,815498,815472,26
2018:09:02:21:22:57:628,815499,815474,25
2018:09:02:21:22:57:773,815497,815474,23
2018:09:02:21:22:57:915,815497,815474,23
2018:09:02:21:22:58:056,815499,815476,23
2018:09:02:21:22:58:193,815481,815476,5
2018:09:02:21:22:58:346,815499,815473,26
2018:09:02:21:22:58:482,815499,815473,26
2018:09:02:21:22:58:639,815499,815473,26
2018:09:02:21:22:58:798,815499,815473,26
2018:09:02:21:22:58:918,815495,815477,18
2018:09:02:21:22:59:046,815498,815411,87
